pack,episode,shot_index,start_s,end_s,duration_s,keyframe,mean_motion,face_count,inferred_scale,inferred_motion
short_cuts,1,13,16.32,16.8,0.48,keyframes/1/shot_013_016.32s.jpg,0.5571,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,1,15,18.24,18.72,0.48,keyframes/1/shot_015_018.24s.jpg,0.502,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,1,17,21.6,22.08,0.48,keyframes/1/shot_017_021.60s.jpg,0.548,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,1,20,26.88,27.84,0.96,keyframes/1/shot_020_026.88s.jpg,0.5096,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,1,21,27.84,28.32,0.48,keyframes/1/shot_021_027.84s.jpg,0.4749,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,1,22,28.32,29.28,0.96,keyframes/1/shot_022_028.32s.jpg,0.4791,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,1,27,54.72,55.68,0.96,keyframes/1/shot_027_054.72s.jpg,0.298,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,1,32,83.52,84.0,0.48,keyframes/1/shot_032_083.52s.jpg,0.6125,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,1,35,88.8,89.76,0.96,keyframes/1/shot_035_088.80s.jpg,0.3707,1,MS half-body,high_cut_or_handheld_motion
short_cuts,1,41,103.68,104.64,0.96,keyframes/1/shot_041_103.68s.jpg,0.3187,1,LS/MLS relation,high_cut_or_handheld_motion
short_cuts,1,43,108.48,109.44,0.96,keyframes/1/shot_043_108.48s.jpg,0.3566,1,LS/MLS relation,high_cut_or_handheld_motion
short_cuts,1,46,113.28,114.24,0.96,keyframes/1/shot_046_113.28s.jpg,0.3344,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,1,47,114.24,115.2,0.96,keyframes/1/shot_047_114.24s.jpg,0.2888,1,MS half-body,high_cut_or_handheld_motion
short_cuts,1,55,133.92,134.52,0.6,keyframes/1/shot_055_133.92s.jpg,0.1021,1,MS half-body,gentle_motion
short_cuts,2,4,8.64,9.6,0.96,keyframes/2/shot_004_008.64s.jpg,0.3043,1,MCU chest-up,high_cut_or_handheld_motion
short_cuts,2,16,46.56,47.52,0.96,keyframes/2/shot_016_046.56s.jpg,0.3373,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,2,19,50.4,51.36,0.96,keyframes/2/shot_019_050.40s.jpg,0.318,1,LS/MLS relation,high_cut_or_handheld_motion
short_cuts,2,23,59.52,60.48,0.96,keyframes/2/shot_023_059.52s.jpg,0.2959,1,MS half-body,high_cut_or_handheld_motion
short_cuts,2,31,80.64,81.6,0.96,keyframes/2/shot_031_080.64s.jpg,0.3047,1,MS half-body,high_cut_or_handheld_motion
short_cuts,2,46,123.36,124.08,0.72,keyframes/2/shot_046_123.36s.jpg,0.0246,1,LS/MLS relation,mostly_static
short_cuts,3,13,28.32,28.8,0.48,keyframes/3/shot_013_028.32s.jpg,0.4637,2,MCU chest-up,high_cut_or_handheld_motion
short_cuts,3,18,37.44,38.4,0.96,keyframes/3/shot_018_037.44s.jpg,0.3908,2,MS half-body,high_cut_or_handheld_motion
short_cuts,3,23,49.92,50.88,0.96,keyframes/3/shot_023_049.92s.jpg,0.2957,1,LS/MLS relation,high_cut_or_handheld_motion
short_cuts,3,30,70.08,70.56,0.48,keyframes/3/shot_030_070.08s.jpg,0.51,1,MS half-body,high_cut_or_handheld_motion
short_cuts,3,31,70.56,71.52,0.96,keyframes/3/shot_031_070.56s.jpg,0.303,2,MS half-body,high_cut_or_handheld_motion
short_cuts,3,32,71.52,72.48,0.96,keyframes/3/shot_032_071.52s.jpg,0.2957,1,MS half-body,high_cut_or_handheld_motion
short_cuts,3,38,88.32,88.8,0.48,keyframes/3/shot_038_088.32s.jpg,0.5829,1,MCU chest-up,high_cut_or_handheld_motion
short_cuts,3,39,88.8,89.28,0.48,keyframes/3/shot_039_088.80s.jpg,0.8383,1,MCU chest-up,high_cut_or_handheld_motion
short_cuts,3,40,89.28,89.76,0.48,keyframes/3/shot_040_089.28s.jpg,0.8338,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,3,41,89.76,90.32,0.56,keyframes/3/shot_041_089.76s.jpg,0.1036,1,LS/MLS relation,gentle_motion
short_cuts,4,3,4.32,4.8,0.48,keyframes/4/shot_003_004.32s.jpg,0.6333,1,MCU chest-up,high_cut_or_handheld_motion
short_cuts,4,4,4.8,5.76,0.96,keyframes/4/shot_004_004.80s.jpg,0.2732,1,MS half-body,high_cut_or_handheld_motion
short_cuts,4,6,9.12,10.08,0.96,keyframes/4/shot_006_009.12s.jpg,0.3235,1,MCU chest-up,high_cut_or_handheld_motion
short_cuts,4,14,30.24,31.2,0.96,keyframes/4/shot_014_030.24s.jpg,0.3476,1,MS half-body,high_cut_or_handheld_motion
short_cuts,4,18,44.64,45.6,0.96,keyframes/4/shot_018_044.64s.jpg,0.4123,2,LS/MLS relation,high_cut_or_handheld_motion
short_cuts,4,19,45.6,46.56,0.96,keyframes/4/shot_019_045.60s.jpg,0.3626,1,MCU chest-up,high_cut_or_handheld_motion
short_cuts,4,21,48.0,48.48,0.48,keyframes/4/shot_021_048.00s.jpg,0.5715,1,MCU chest-up,high_cut_or_handheld_motion
short_cuts,4,23,50.4,51.36,0.96,keyframes/4/shot_023_050.40s.jpg,0.4592,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,4,25,53.28,54.24,0.96,keyframes/4/shot_025_053.28s.jpg,0.3612,1,MCU chest-up,high_cut_or_handheld_motion
short_cuts,4,27,55.68,56.64,0.96,keyframes/4/shot_027_055.68s.jpg,0.3184,1,MS half-body,high_cut_or_handheld_motion
short_cuts,4,31,64.8,65.76,0.96,keyframes/4/shot_031_064.80s.jpg,0.4993,1,MS half-body,high_cut_or_handheld_motion
short_cuts,4,32,65.76,66.72,0.96,keyframes/4/shot_032_065.76s.jpg,0.3971,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,4,34,72.96,73.92,0.96,keyframes/4/shot_034_072.96s.jpg,0.2794,1,CU shoulder-up,high_cut_or_handheld_motion
short_cuts,4,40,93.12,94.08,0.96,keyframes/4/shot_040_093.12s.jpg,0.4482,1,MS half-body,high_cut_or_handheld_motion
short_cuts,4,42,96.96,97.92,0.96,keyframes/4/shot_042_096.96s.jpg,0.4187,1,MS half-body,high_cut_or_handheld_motion
short_cuts,4,43,97.92,98.88,0.96,keyframes/4/shot_043_097.92s.jpg,0.3788,1,LS/MLS relation,high_cut_or_handheld_motion
short_cuts,4,46,103.2,103.68,0.48,keyframes/4/shot_046_103.20s.jpg,0.5013,1,CU shoulder-up,high_cut_or_handheld_motion
short_cuts,4,47,103.68,104.16,0.48,keyframes/4/shot_047_103.68s.jpg,0.4957,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,4,49,105.6,106.08,0.48,keyframes/4/shot_049_105.60s.jpg,0.6024,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,4,50,106.08,106.56,0.48,keyframes/4/shot_050_106.08s.jpg,0.4813,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,4,51,106.56,107.52,0.96,keyframes/4/shot_051_106.56s.jpg,0.4042,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,4,53,108.96,109.44,0.48,keyframes/4/shot_053_108.96s.jpg,0.5989,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,4,54,109.44,109.92,0.48,keyframes/4/shot_054_109.44s.jpg,0.6651,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,4,55,109.92,110.88,0.96,keyframes/4/shot_055_109.92s.jpg,0.4497,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,4,59,120.48,121.28,0.8,keyframes/4/shot_059_120.48s.jpg,0.434,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,5,2,2.88,3.84,0.96,keyframes/5/shot_002_002.88s.jpg,0.2757,1,LS/MLS relation,high_cut_or_handheld_motion
short_cuts,5,4,11.04,12.0,0.96,keyframes/5/shot_004_011.04s.jpg,0.331,1,LS/MLS relation,high_cut_or_handheld_motion
short_cuts,5,13,41.76,42.72,0.96,keyframes/5/shot_013_041.76s.jpg,0.4703,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,5,14,42.72,43.68,0.96,keyframes/5/shot_014_042.72s.jpg,0.4956,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,5,15,43.68,44.64,0.96,keyframes/5/shot_015_043.68s.jpg,0.3822,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,5,19,51.36,52.32,0.96,keyframes/5/shot_019_051.36s.jpg,0.3034,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,5,21,53.76,54.24,0.48,keyframes/5/shot_021_053.76s.jpg,0.5106,3,LS/MLS relation,high_cut_or_handheld_motion
short_cuts,5,24,59.52,60.48,0.96,keyframes/5/shot_024_059.52s.jpg,0.3006,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,5,30,68.16,69.12,0.96,keyframes/5/shot_030_068.16s.jpg,0.3436,1,MCU chest-up,high_cut_or_handheld_motion
short_cuts,5,33,73.44,73.92,0.48,keyframes/5/shot_033_073.44s.jpg,0.822,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,5,34,73.92,74.4,0.48,keyframes/5/shot_034_073.92s.jpg,0.6245,2,MS half-body,high_cut_or_handheld_motion
short_cuts,5,35,74.4,74.88,0.48,keyframes/5/shot_035_074.40s.jpg,0.4708,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,5,36,74.88,75.44,0.56,keyframes/5/shot_036_074.88s.jpg,0.0295,0,relation_or_environment_unknown,mostly_static
short_cuts,6,10,20.64,21.12,0.48,keyframes/6/shot_010_020.64s.jpg,0.5564,1,MCU chest-up,high_cut_or_handheld_motion
short_cuts,6,12,22.56,23.52,0.96,keyframes/6/shot_012_022.56s.jpg,0.3449,1,MCU chest-up,high_cut_or_handheld_motion
short_cuts,6,30,65.76,66.72,0.96,keyframes/6/shot_030_065.76s.jpg,0.4113,1,MS half-body,high_cut_or_handheld_motion
short_cuts,6,39,84.96,85.92,0.96,keyframes/6/shot_039_084.96s.jpg,0.3791,1,MS half-body,high_cut_or_handheld_motion
short_cuts,6,47,108.48,109.44,0.96,keyframes/6/shot_047_108.48s.jpg,0.3905,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,6,49,111.84,112.32,0.48,keyframes/6/shot_049_111.84s.jpg,0.5007,1,LS/MLS relation,high_cut_or_handheld_motion
short_cuts,6,51,115.2,116.16,0.96,keyframes/6/shot_051_115.20s.jpg,0.375,2,LS/MLS relation,high_cut_or_handheld_motion
short_cuts,6,52,116.16,116.64,0.48,keyframes/6/shot_052_116.16s.jpg,0.5699,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,6,53,116.64,117.12,0.48,keyframes/6/shot_053_116.64s.jpg,0.8421,2,MS half-body,high_cut_or_handheld_motion
short_cuts,6,54,117.12,117.8,0.68,keyframes/6/shot_054_117.12s.jpg,0.4458,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,7,5,19.68,20.16,0.48,keyframes/7/shot_005_019.68s.jpg,0.46,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,7,18,43.2,44.16,0.96,keyframes/7/shot_018_043.20s.jpg,0.3545,2,MS half-body,high_cut_or_handheld_motion
short_cuts,7,21,53.76,54.72,0.96,keyframes/7/shot_021_053.76s.jpg,0.4279,1,LS/MLS relation,high_cut_or_handheld_motion
short_cuts,7,22,54.72,55.2,0.48,keyframes/7/shot_022_054.72s.jpg,0.6143,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,7,23,55.2,55.68,0.48,keyframes/7/shot_023_055.20s.jpg,0.7106,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,7,32,68.64,69.6,0.96,keyframes/7/shot_032_068.64s.jpg,0.3349,1,MS half-body,high_cut_or_handheld_motion
short_cuts,7,43,105.6,106.08,0.48,keyframes/7/shot_043_105.60s.jpg,0.6702,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,7,44,106.08,106.6,0.52,keyframes/7/shot_044_106.08s.jpg,0.1051,1,MS half-body,gentle_motion
short_cuts,8,9,31.68,32.64,0.96,keyframes/8/shot_009_031.68s.jpg,0.2913,1,MS half-body,high_cut_or_handheld_motion
short_cuts,8,12,40.8,41.76,0.96,keyframes/8/shot_012_040.80s.jpg,0.2993,1,MS half-body,high_cut_or_handheld_motion
short_cuts,8,18,51.36,51.84,0.48,keyframes/8/shot_018_051.36s.jpg,0.7351,1,LS/MLS relation,high_cut_or_handheld_motion
short_cuts,8,21,57.6,58.56,0.96,keyframes/8/shot_021_057.60s.jpg,0.3353,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,8,24,64.32,65.28,0.96,keyframes/8/shot_024_064.32s.jpg,0.3256,1,MS half-body,high_cut_or_handheld_motion
short_cuts,8,25,65.28,66.24,0.96,keyframes/8/shot_025_065.28s.jpg,0.327,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,8,32,77.76,78.72,0.96,keyframes/8/shot_032_077.76s.jpg,0.2993,1,MS half-body,high_cut_or_handheld_motion
short_cuts,8,34,80.64,81.12,0.48,keyframes/8/shot_034_080.64s.jpg,0.6421,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,8,41,91.2,92.16,0.96,keyframes/8/shot_041_091.20s.jpg,0.3434,1,MS half-body,high_cut_or_handheld_motion
short_cuts,8,43,93.6,94.56,0.96,keyframes/8/shot_043_093.60s.jpg,0.2919,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,8,47,108.48,108.84,0.36,keyframes/8/shot_047_108.48s.jpg,0.0,1,LS/MLS relation,mostly_static
short_cuts,9,1,0.0,0.96,0.96,keyframes/9/shot_001_000.00s.jpg,0.3038,1,LS/MLS relation,high_cut_or_handheld_motion
short_cuts,9,2,0.96,1.92,0.96,keyframes/9/shot_002_000.96s.jpg,0.2734,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,9,3,1.92,2.88,0.96,keyframes/9/shot_003_001.92s.jpg,0.3113,2,LS/MLS relation,high_cut_or_handheld_motion
short_cuts,9,9,16.32,17.28,0.96,keyframes/9/shot_009_016.32s.jpg,0.3954,1,LS/MLS relation,high_cut_or_handheld_motion
short_cuts,9,10,17.28,18.24,0.96,keyframes/9/shot_010_017.28s.jpg,0.33,2,LS/MLS relation,high_cut_or_handheld_motion
short_cuts,9,12,19.68,20.64,0.96,keyframes/9/shot_012_019.68s.jpg,0.2874,1,MS half-body,high_cut_or_handheld_motion
short_cuts,9,16,32.16,33.12,0.96,keyframes/9/shot_016_032.16s.jpg,0.33,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,9,17,33.12,34.08,0.96,keyframes/9/shot_017_033.12s.jpg,0.3661,1,MS half-body,high_cut_or_handheld_motion
short_cuts,9,23,48.0,48.48,0.48,keyframes/9/shot_023_048.00s.jpg,0.4635,1,LS/MLS relation,high_cut_or_handheld_motion
short_cuts,9,27,54.72,55.68,0.96,keyframes/9/shot_027_054.72s.jpg,0.5903,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,9,28,55.68,56.64,0.96,keyframes/9/shot_028_055.68s.jpg,0.4083,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,9,29,56.64,57.6,0.96,keyframes/9/shot_029_056.64s.jpg,0.3509,2,LS/MLS relation,high_cut_or_handheld_motion
short_cuts,9,30,57.6,58.56,0.96,keyframes/9/shot_030_057.60s.jpg,0.3752,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,9,38,91.68,92.16,0.48,keyframes/9/shot_038_091.68s.jpg,0.6361,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,9,43,106.56,107.52,0.96,keyframes/9/shot_043_106.56s.jpg,0.4003,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,9,48,114.24,115.2,0.96,keyframes/9/shot_048_114.24s.jpg,0.2878,0,relation_or_environment_unknown,high_cut_or_handheld_motion
short_cuts,9,50,116.64,117.12,0.48,keyframes/9/shot_050_116.64s.jpg,0.8183,0,relation_or_environment_unknown,high_cut_or_handheld_motion
